명소 이름,개요,주소,Latitude,Longitude,문의,주차장,화장실,추천코스,전체코스,추천계절,휴무일,관람료,보조기기 대여,편의/부대시설,해설사,추천 대상,이동약자를 위한 안내
퍼시픽 마리나 요트공원,"퍼시픽랜드는 내부에 다양한 즐길 거리가 있어 어린이, 청소년, 어른까지 모두가 이용할 수 있는 곳이다. 요트와 바다 전망이 아름다워 포토스팟이 많으며, 산책하기 좋은 관광지 이다.","제주 서귀포시 중문관광로 154-17  - 내비게이션에 ‘퍼시픽리솜 2주차장’ 입력 - 제주공항에서 40km 위치, 약 1시간 소요",33.5104135,126.4913534,,"장애인 주차장 유무: 있음, 장애인 주차 대수: 5, 위치: 퍼시픽리솜 2주차장","장애인 화장실: 있음, 구분: 남녀공용, 위치: 퍼시픽랜드 화장실, 주변(대체)화장실: -","1.주차장 → 2.퍼시픽랜드 산책로( 포토존, 요트 모형물 → 인공폭포 포토존 → 오션뷰 포토존 )","1.주차장 → 2.퍼시픽랜드 산책로( 포토존, 요트 모형물 → 인공폭포 포토존 → 오션뷰 포토존 )","봄, 여름, 가을, 겨울, ●, ●, ●, ●",연중무휴,없음,없음,없음,없음,"지적장애인: ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(수동): ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(전동): ●, 보행가능한 지체장애인: ●, 청각장애인: ●, 시각장애인: ●, 동행인 / 보호자 동반 추천",
표선해수욕장,"둥그런 호수 같은 모양의 백사장이 아름다운 곳으로 주변 곳곳에 소나무 숲으로 울창한 잔디밭은 야영하기 적합한 장소이다. 또한, 각종 편의시설이 근방에 있기 때문에 오롯이 표선의 아름다움을 감상할 수 있다.","제주 서귀포시 표선면 표선리 44-14 - 내비게이션 ‘표선해수욕장 샤워장’ 입력 - 제주공항 43.8km 위치, 약 1시간 10분 소요",33.3272829,126.8376558,,"장애인 주차장 유무: 없음, 장애인 주차 대수: -, 위치: 표선해수욕장 주차장 (제주 서귀포시 표선면 표선리 44-14)","장애인 화장실: 있음, 구분: 남녀구분, 위치: 표선해수욕장 맞은편 주차장 (제주 서귀포시 표선면 표선리 44-4), 주변(대체)화장실: -",1. 표선해수욕장 맞은편 주차장 입구 → 2. 화장실 → 3. 표선 해수욕장 표지판 → 4. 잔디밭 야외무대 → 5. 해수욕장 산책로  6. 음수대 → 7. 생활체육시설 → 8. 나무그늘쉼터,1. 주차장 → 2. 화장실 → 3. 샤워장 / 정자 → 4. 띠 동물 십이지상 건립 기념비 → 5. 해수욕장 산책로 → 6. 잔디밭 야외무대 → 7. 음수대 → 8. 생활체육시설 → 9. 나무그늘쉼터,"봄, 여름, 가을, 겨울, ●, ●, ●, ●",연중무휴,없음,없음,없음,없음,"지적장애인: ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(수동): ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(전동): ●, 보행가능한 지체장애인: ●, 청각장애인: ●, 시각장애인: ●, 동행인 / 보호자 동반 추천",
하모해수욕장,"올레길 10코스가 지나가는 길로 한적하게 바닷가를 보며 산책하기 좋은 곳이다. 현무암 돌무더기와 검은 모래 해변의 조망은 압권이라 할 수 있고, 산책로를 따라 걷다 보면 다양한 조형물과 곳곳에서 포토스팟을 만날 수 있다. 또한 운진항에서의 산방산 뷰 와 마라도 가파도 뷰를 한 곳에서 보고 느낄 수 있다.","제주 서귀포시 대정읍 하모리 276 - 내비게이션에 ‘하모해수욕장 주차장’ 입력 - 제주공항에서 44km 위치, 약 1시간 소요",33.2110709,126.260619,,"장애인 주차장 유무: 없음, 장애인 주차 대수: -, 위치: 하모해수욕장 주차장 (제주 서귀포시 대정읍 하모리 276)","장애인 화장실: 있음, 구분: 남녀구분, 위치: 가파도 마라도 정기여객선 (제주 서귀포시 대정읍 최남단해안로 120), 주변(대체)화장실: -",1. 하모해수욕장 무료 주차장 → 2. 해안 산책로 시작 → 3. 전망대(반환점) → 4. 포토스팟 → 5. 하모해수욕장 화장실 → 6. 쉼터 정자(우측) → 7. 말 조형물 ‘가족’ → 8. 가파도 마라도 정기여객선 대기실 → 9. 방파제 입구 → 10. 물고기 조형물(우측) → 11. 뷰포인트 → 12. 모슬포 남항 서방파제 등대(반환점),1. 하모해수욕장 무료 주차장 → 2. 해안 산책로 시작 → 3. 전망대(반환점) → 4. 포토스팟 → 5. 하모해수욕장 화장실 → 6. 쉼터 정자(우측) → 7. 말 조형물 ‘가족’ → 8. 가파도 마라도 정기여객선 대기실 → 9. 방파제 입구 → 10. 물고기 조형물(우측) → 11. 뷰포인트 → 12. 모슬포 남항 서방파제 등대(반환점),"봄, 여름, 가을, 겨울, ●, ●, ●, ●",연중무휴,없음,없음,없음,없음,"지적장애인: ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(수동): , 휠체어 이용인(전동): , 보행 가능한 지체장애인: , 청각장애인: , 시각장애인: ",
한수리 방파제길,"한수리 방파제 길은 많은 사람에게 알려지지는 않아 한적하면서도 산책하기 좋은 나만의 간직하고 싶은 숨은 명소이다. 혼자만의 사색을 즐기기에도, 연인과 산책하기에도 좋으며, 곧고 길게 뻗은 방파제 길은 드넓은 바다와 비양도의 풍경과 어우러져 가슴이 탁 트인다. 전체적으로 평평한 시멘트길로 되어 있어 접근성이 좋은 곳이다. 파도가 너무 세거나 바람이 강하게 부는 날에는 주의가 필요하다.","제주 제주시 한림읍 한림해안로 229-16 내비게이션에 ’톤대섬(제주 제주시 한림읍 톤대섬)‘ 입력 제주공항에서 27.5km 위치, 약 42분 소요",33.5104135,126.4913534,,"장애인 주차장 유무: 없음, 장애인 주차 대수: -, 위치: 한수어촌계 공동작업장 (제주 제주시 한림해안로 229-16)","장애인 화장실: 없음, 구분: -, 위치: -, 주변(대체)화장실: 한림항 도선 대합실 뒤편 공영 화장실 (제주 제주시 한림읍 한림해안로 196)",1. 한수어촌계 공동작업장 공터 주차장 → 2. 방파제길 시작 → 3. 한림 조선소 앞 → 4. 한림항 방파제 등대(반환점) → 5. 한림 조선소 앞 → 6. 방파제길 시작점 → 7. 한수어촌계 공동작업장 공터 주차장,1. 한수어촌계 공동작업장 공터 주차장 → 2. 방파제길 시작 → 3. 한림 조선소 앞 → 4. 한림항 방파제 등대(반환점) → 5. 한림 조선소 앞 → 6. 방파제길 시작점 → 7. 한수어촌계 공동작업장 공터 주차장,"봄, 여름, 가을, 겨울, ●, ●, ●, -",연중무휴,없음,없음,없음,없음,"지적장애인: ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(수동): ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(전동): ●, 보행가능한 지체장애인: ●, 청각장애인: ●, 시각장애인: ●, 동행인 / 보호자 동반 추천",
행원리 풍차마을,행원리 풍차마을은 바람이 많은 곳이라 국내 최초 풍력발전단지가 들어선 마을이다. 바다와 풍차가 어우러진 풍경을 보며 걸을 수 있으며 코스에 방파제가 많아 바다를 가까이서 볼 수 있다.,"제주 제주시 구좌읍 해맞이해안로 712-3  - 내비게이션에 ‘제주 신재생 에너지홍보관’ 입력 - 제주공항에서 35km 위치, 약 55분 소요",33.5290971,126.8463777,,"장애인 주차장 유무: 있음, 장애인 주차 대수: 8면, 위치: 제주 제주시 구좌읍 해맞이해안로 712-3","장애인 화장실: 있음, 구분: 남녀구분, 위치: 신재생에너지홍보관 화장실, 주변(대체)화장실: -",1.주차장 → 2.오저여 → 3.해안 산책로 → 4.행원리 마을 산책로 → 5.팽나무 그늘  → 6.용천수탕/소공원 → 7.등대,1.주차장 → 2.오저여 → 3.해안 산책로 → 4.행원리 마을 산책로 → 5.팽나무 그늘  → 6.용천수탕/소공원 → 7.등대,"봄, 여름, 가을, 겨울, ●, ●, ●, ●",연중무휴,없음,없음,없음,없음,"지적장애인: ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(수동): ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(전동): ●, 보행가능한 지체장애인: ●, 청각장애인: ●, 시각장애인: ●, 동행인 / 보호자 동반 추천",
향기마을 용흥리,"감귤밭과 동백나무 길로 이루어진 한적한 산책로를 지나며 마을 곳곳에 그려진 아기자기한 벽화를 감상하며 풍요로운 시골의 풍경을 느낄 수 있다. 마을 길 전체가 평탄한 아스팔트 길로 휠체어 이용인의 접근성이 좋지만, 장애인 화장실이 없어 차량으로 약 10분 거리에 있는 연화못 화장실을 이용해야 한다.","제주특별자치도 제주시 애월읍 신엄리 1873-5 - 내비게이션에 ‘용흥리 상동 버스정류장(용흥리방면)’ 입력 - 제주공항에서 16.7km 위치, 약 32분 소요",33.4559953,126.3699558,,"장애인 주차장 유무: 없음, 장애인 주차 대수: -, 위치: 용흥리 상동 정류장 - (용흥리방면) (정류장 옆 공터주차장)","장애인 화장실: -, 구분: -, 위치: -, 주변(대체)화장실: 하가리 연화못 화장실(제주시 애월읍 하가리 1569-5)",1. 주차장 → 2. 동백나무길 → 3. 감귤밭  → 4. 벽화 거리  → 5. 용흥리 새마을회관 → 6. 벽화거리  → 7. 주차장,1. 주차장 → 2. 동백나무길 → 3. 감귤밭 → 4. 벽화 거리  → 5. 용흥리 새마을회관 → 6. 벽화거리  → 7. 주차장,"봄, 여름, 가을, 겨울, ●, ●, ●, ●",연중무휴,없음,없음,없음,없음,"지적장애인: ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(수동): ●, 동행인 / 보호자 동반 추천, 휠체어 이용인(전동): ●, 보행가능한 지체장애인: ●, 청각장애인: ●, 시각장애인: ●, 동행인 / 보호자 동반 추천",
건강과 성박물관,"세계 최대, 최초의 제 1종 성 전문 박물관인 `건강과 성 박물관′은 성건강과 성교육을 중심 테마로 합니다. 더불어 세계의 다양한 성문화를 보면서 성에 대한 통시적이며 공시적인 의미를 알아갈 수 있는 공간입니다. 우리 자신과 상대의 몸과 마음, 그리고 우리를 둘러싼 사회적 성 문화를 제대로 알았을 때 더 건강하고, 멋진 성을 구현할 수 있습니다. 한 개인으로서 뿐만 아니라 사회적인 구성원으로 성적복지를 위해, 다양한 성교육 프로그램과 전시들을 통해 건강하고 더 행복한 삶을 위해 노력하는 `건강과 성 박물관′은 성에대해 가볍지 않고, 자세히 분석했으며 2층은 예술품 위주로 되어 있어 미술관 느낌으로 관람할 수 있는 장소이다.",제주특별자치도 서귀포시 안덕면 일주서로 1611,33.2547254,126.3455651,064-792-5700,"장애인 주차장 유무: 있음, 장애인 주차 대수: 5, 위치: 정문에서 들어가면 주 출입구에 가깝다.","장애인 화장실: 있음, 구분: 남여구분, 위치: 일반화장실 1 – 2F 승강기 옆, 주변(대체)화장실: -/출입문 폭 82cm/ 대변기~출입문 113cm/ 좌 27cm 우 119cm",주차장- 주출입구-매표소-기념품 매장-1전시관(1F)-2전시관 이동시 경사로 이용 길이 710CM/ 8도—2전시관(1F)-세계성문화전시관(1F)-3전시관(1F) 관람후 승강기 이동 2F-특별전시관 옆 경사로 지나-2F 관람시작-예술작품 전시(2F)-특별전시관(2F)-기념품 매장(2F)-1F 이동 승강기로 이동–야외전시장-주차장으로 회귀,,,"09:00 - 봄/가을(3-4월/9-11월) 19:00, 여름(6-8월) 20:00, 겨울(12-2월) 18:00, 마감 1시간 전 입장가능","일반 12,000원/경로 10,000원/경로단체 9,000원/장애인단체 7,000원,도민. 국가유공자. 장애인- 신분증 소지자에 한하여 할인 요금 적용,도민 10,000원","수동휠체어:2,유아차:2","자동제세동기:1,전동휠체어 급속충전기:1, 승강기:1",,,"전체 관람로가 연결되있어 어려움 없이 관람이 가능하나, 휠체어 이용인은 1층 관람 후 승강기로 이동 하여 2층 관람을 시작한다."
김만덕기념관,"의인 김만덕의 삶과 정신을 되돌아보며, 그녀의 나눔 정신을 배워보는 스토리텔링이 있는 관광지이다.  만덕은 막대한 부를 쌓았지만 늘 검소하게 살면서 ‘풍년에는 흉년을 생각해 절약하고, 편안하게 사는 사람은 고생하는 사람을 생각해 하늘의 은덕에 감사하며 검소하게 살아야한다’는 생활철학을 실천하며 이웃의 어려움을 외면하지 않았다. 조선시대 처음으로 부자의 사회적 책임을 다한 여성으로 기려진다. 김만덕 기념관은 실내관광지로 계절과 날씨에 상관없이 관광을 즐길 수 있는 곳이다.  건물 뒤편의 작은 공원의 흐르는 냇물에서 무더운 여름날 가족단위로 쉼을 갖는 것도 추천해본다.",제주특별자치도 제주시 산지로 7,33.5158954,126.5304318,064-759-6090,"장애인 주차장 유무: 있음, 장애인 주차 대수: 1, 위치: 산짓물 공영주차장 (제주시 건입동 1328)","장애인 화장실: 있음, 구분: 남녀구분, 위치: 김만덕기념관 1층, 주변(대체)화장실: -",김만덕기념관 장애인주차장 시작 ~ 김만덕기념관 주출입구 정문 ~ 실내관람 ~ 기념관 후문 ~ 야외공원(금산수원지생태원) ~ 다리 ~ 물사랑홍보관 ~ 산지로 ~ 장애인주차장.,,,"09:00 – 18:00 (휴관일 : 매주월요일, 1월1일, 설날, 추석)",없음,"수동휠체어:3, 유아차:2","자동심실제세동기:1, 전동휠체어 급속충전기:1",,,"김만덕기념관은 실내관광지이며 실내에 승강기가 있어서 불편함없이 관람을 하는데 에는 문제가 없다.  다만, 장애인주차장 1면이 건물 북쪽에 위치하고있는데, 주차 후 다시 건물 정문쪽으로 이동하여 관람을 시작하여야한다. 그리고, 건물 뒷쪽의 작은 공원은 실내 관람후 휴식하며 즐길 수 있다. 이동약자가 즐기기에는 계단과 노면상태를 참조하면 되겠다."
김영갑갤러리두모악,"제주를 고향만큼 사랑했던 사진작가의 이야기가 담긴 장소로 1980년 우연히 찾아간 제주에서 의외의 풍경에 매료되어 루게릭이라는 고초의 질병과도 싸우며 작품활동을 하였는데, 페허가 되어버린 초등학교를 개조해 열정을 담은 작품들을 갤러리에 남겨두고 홀연히 떠났다. 작은 토우들이 반겨주는 야외정원과 정겨운 학교 건물이 반갑다. 타지 인이 바로 본 제주의 모습은 어떨까. 여행을 온 관람객은 제주의 풍경에 빠지고 현지인은 가까이하면서 보지못한 풍경에 한번 더 놀란다. 전시관 영상실 다큐에서 김영갑작가님의 한마디가 가슴을 적신다. ‘제주에는 말로 표현되지 않고 눈에 보이지는 않지만 사람들을 편안하게 하는 평화로움이 분명히 존재해요’",서귀포시 성산읍 삼달로 137,33.3719327,126.8543753,064-784-9907,30대 일반차량을 주차할 수 있다. 전기차 충전기 2대 있다. 장애인 전용주차구역 있으며 바닥면에 안내표시되어 있다,"장애인 화장실: 있음, 구분: -, 위치: 갤러리 입구 좌측 건물 밖, 주변(대체)화장실: -,",❶ 주차장 ~ ❷주출입구 (철문) ~ ❸야외정원 ~ ❹매표소 ~ ❺아트샵 ~ ❻영상실 ~ ❼두모악관 ~ ❽유품전시실 ~ ❾하날오름관 ~ 회귀 반환하여 주출입구를 통해 야외정원을 거쳐 주차장으로 관람 종료한다.,,,"봄   ( 3월~ 6월) 09:30~18:00,가을 ( 9월~10월) 09:30~18:00,여름 ( 7월~ 8월) 09:30~18:30,겨울 (11월~ 2월) 09:30~17:00","일반 4,500원,청소년/군인/국가유공자/제주도민 3,000원,어린이 1,500원,장애인 1~3급 복지카드 소지 본인만 무료",없음,없음,,,"보조기기 이용인은 낮은 턱들이 다소 군데군데 놓여있어 시선이 자꾸 바닥에 머물 때 가 있다. 그러나 갤러리에서의 당부되는 관람예절 때문일까 관람이 여유롭다 그래서인지 조심마저 조용한 쉼이 되는 것 같다. 따라서 천천히 안전을 확인하면서 감상을 이어가면 무난하게 관람 할 수 있다.,관람 중간 동행인의 도움이 예상된다."
낚고락고,"제주시 조천읍에 위치한 낚고락고는 제주 해안중에서도 아름답기로 손꼽을 수 있는 곳에 자리잡고 있다.  낚시체험뿐만 아니라, 오감으로 제주의 그대로를 느껴볼 수 있는 관광지중 하나이다. 낚시체험도 하고, 추가비용을 지불하면 잡은 물고기를 시식 혹은 포장이 가능해서 많은 사람들이 재미있는 경험과 추억을 즐겨볼 수 있는 관광지이기도 하다. 낚시체험을 통하여 느껴보는 손맛도 있고, 기념사진도 찍으며 추억도 만드는 낚고락고는 색다른 체험과 제주의 아름다운 바다도 느끼며 함께한 이와의 작은 추억을 만들어볼 수 있는 관광지이다.  낚고락고는 야외관광지이지만 낚시하는 곳에는 지붕이 있어서 우천시에도 체험을 즐길 수 있는 곳이긴하다.  다만, 날씨가 추운 겨울에는 야외라는 특성상 추천하지는 않지만, 날씨가 좋은 봄과 가을에는 제주바다를 직접 느껴보기에 충분한 관광지이다.  낚시를 하면서 체험도하고, 아름다운 제주 바다도 즐기기에 적합한 관광지 중 하나이다. ",제주특별자치도 제주시 조천읍 조함해안로 247-2,33.550596,126.6474337,064-783-8855,"주차구획이 그려져있지않고, 노면도 자갈이다.  별도의 장애인주차구역이 마련되어 있지않다.","장애인 화장실: 있음, 구분: -, 위치: 제주항일기념관 동쪽 주차장 옆 외부화장실, 주변(대체)화장실: 낚고락고 주출입구 옆 건물,,","주차장에서 데크길로 갈때에 10cm 정도의 턱이 있고, 주출입구 통로로 이동하기위해서 4.5cm의 턱이 있다.  연결 통로는 약 12도정도의 내리막(8.5m)이 있다.  이부분을 유념하여 이동하여야한다. (*연결통로는 바다라는 특성상 조수간만의 차에 따라 각도가 변동될 수 있으므로 이부분 참조해야한다.)",,"봄, 가을","10:30 ~ 18:00 (연중무휴) - 17:00 입장 마감, 주말/동절기 시간 변동","일반낚시체험 : 15,000원/60분/인 (제한어종있고, 기본적으로 잡은 물고기는 바로 방생함),오감만족체험 : 5,000원/40분/인 (직접 낚은 물고기를 무게 측정 후 추가비용 지불하고 시식/포장 가능)",없음,없음,,,"낚고락고는 데크길을 통해서 바지(barge)로 통로를 이용하여 진입해야하는데, 데크길에 10cm 턱이 있으며 통로 주출입구에는 4.5cm의 턱이 있는 점을 유념해야한다.  그리고, 장애인화장실이 없어서, 약 2.5km 떨어진 제주항일기념관 주차장 옆에 위치한 장애인화장실을 추천한다."
도두무지개해안로,"밋밋한 색상으로 칠해져 있던 안전 방호벽을 무지개색으로 채색을 하면서 새롭게 탈바꿈한 관광지이다. 파란 제주 하늘과 그 아래로 끝없이 펼쳐진 수평선을 마주할 수 있는 해안로에 물들은 아름다운 색들로 조성된 이 해안로는 제주공항에서 가장 가까운 곳에 있어서 여행 전후로 또는 가볍게 거닐거나 차량을 이용해서 드라이브를 즐길 수 있는 곳이다. 편도 600m 정도의 이 해안로는 인도를 경유하여 구경을 할 수 있어서 휠체어를 이용하여 접근하기도 매우 쉬운 곳이다. 중간중간 색다른 조형물들이 반겨주고, 사진을 찍으면 아름답게 나오는 장점이 있어서 남녀노소 가리지 않고 해당 해안로를 방문한다. 앞으로는 바다, 뒤로는 한라산으로 어떻게 보면 가장 간단하면서도 기본적인 제주스러움을 느낄 수 있는 곳이다. 바로 옆에 공항이 인접하고 있어서 기회가 좋으면 뜨고 내리는 비행기도 볼 수 있다.  장애인 전용 주차장이 없어서 이용시 불편하지만, 안전한 인도로 내릴 수 있는 한줄 주차장이 해안로를 따라 형성되어 있어서 좋다. 자가운전을 하는 장애인은 이용하기 어렵다.",제주 제주시 도두일동 1734 일원,33.5093822,126.4724912,,도두사수항내 홀케물 옆에 있는 장애인 주차장을 이용 한다.,"장애인 화장실: 있음, 구분: -, 위치: 도두사수항내 홀케물 옆 화장실/도두봉 아래 섬머리 화장실(무지개해안로 서측)/도두봉 오래물 주차장 화장실(무지개해안로 서측), 주변(대체)화장실: -",도두사수항 주차장 – 무지개해안로(해녀 · 낚시꾼 · 소년 · 소녀 · 돌고래 · 거북이 등 조형물) - 반환점,,,"연중무휴, 운영시간은 정해져 있지 않음",없음,없음,없음,,,장애인주자장이 있는 도두사수항에서 출발을 하여 인접한 인도까지 차도를 경유하기에 접근시 주의가 필요하다. 골목이지만 상권이 자리잡고 있어서 차량의 출입이 매우 높다. 높은 인도를 따라 이동하는 도두 무지개해안로는 건너편에 있는 한 줄 주차장에 주차하고 횡단보도를 건너야 한다. 이동거리는 약 120m이다. 이 횡단보도는 큰 턱이 있다. 보조기기 이용자는 옆으로 돌아서 와야 한다. (이동시 주의요망)
무민랜드,"핀란드 국민 작가 토베 안손의 무민트롤은 75년이 넘도록 많은 사랑을 받는 행복한 캐릭터 로 국내 최초의 무민 하우스 전시, 미디어 아트, 목공 아트 체험, 무민카페, 무민 기프트숍 무민 정원으로 운영되고 있어 무민랜드가 전하는 기븐 좋은 감성여행을 함께할 수 있는 장 소이다. 관람로가 잘 되어있어 층별로 동선을 따라 관광약자도 안전하게 관람이 가능하다.",제주특별자치도 서귀포시 안덕면 병악로 420,33.3065678,126.3818063,064-794-0420,정문에서 들어가면 주 출입구에 가깝다. 장애인 주차구역 5대,"장애인 화장실: 있음, 구분: 남여구분, 위치: B1 매표소 옆/B1 무민 기프트 숍, 주변(대체)화장실:-",B1 매표소- 월컴 포토죤- IF(휠체어 이용인 승강기로 이동) 토베안숀의 삶과 작품 소개– 캐릭터 소개- 무민의 다리(경사로 폭 64CM/ 길이 1.9M/ 3-5도)- 2F 경사로 이동(길이 50M /3-5도) 무민카페&북카페–영상관- 3F 경사로 (길이 52M / 2-3도)/ 미디어 아트/ 매직볼풀/ 아트 체험관/ 무민 3D MR 게임존-> RF 승강기 이동RF 무민정원 ( 출입구 턱 2CM/ 폭 81CM),,,연중무휴 / 10:00 – 19:00,"일반 15,000원/ 청소년 14,000원 / 경로 11,000원  / 소아 12,000원,도민.국가유공자.장애인- 일반요금에서 4,000원 할인,36개월 미만 무료 입장.",없음,승강기:1,,,"접근성이 좋아 관광약자 이용이 편리한 관광지이지만, 아쉽게도   IF 관람로 중 무민의 하우스는 1층부터 3층까지 계단으로 되어있어 관람이 어렵다."
빛의벙커,"제주 문화예술 여행지, 웅장한 음악과 움직이는 거대한 그림의 향연에 압도되는 곳으로, 철근 콘크리트 구조물에 흙과 나무로 덮어 산자락처럼 보이도록 위장한 벙커이다. 통신시설로 사용되던 공간(벙커)을 예술공간으로 재탄생한 빛의 벙커는 방어의 목적으로 설계된 벙커의 특성을 살려 프랑스 몰입형 미디어아트로 재탄생한  전시공간이다. 1층 단층 건물로 가로 100m, 세로 50m, 높이 10m, 내부 높이 5.5m에 달하며 내부에는 넓이 1m²의 기둥 27개가 나란히 있어 공간의 깊이감을 한층 살려주는 구조로 설계되어 있어, 전시실 곳곳을 자유롭게 돌며 작품과 내가 하나 되는 경험을 하는 할 수 있는 것이 특징이다.",제주특별자치도 서귀포시 성산읍 고성리 2039-22,33.439644,126.8998205,1522-2653,"제 2주차장에서 제 1주차장 까지의 거리는 1.1km이며, 제 2주차장에서 셔틀버스를 이용하여 빛의 벙커 입장할 수 있다.","장애인 화장실: 있음, 구분: 남여구분, 위치: 매표소 지나 왼쪽, 주변(대체)화장실:-/출입문 폭 93cm, 대/소변기~벽 20cm(좌), 114cm(우), 158cm(정면)",제1 주차장 (빛의벙커 입구 ) → 빛의 벙커 관람 → 바움커피박물관 (선택 사항 ) → 제1 주차장,제2 주차장 ( 셔틀버스 대기소 ) → 제1 주차장 (빛의벙커 입구 ) → 빛의 벙커 관람  → 바움커피박물관 (선택 사항 ) → 제1 주차장 → 제2 주차장,,"10시 – 18시 (10월-5월, 입장마감 17시),,10시 – 19시 (6월-9월, 입장마감 18시),*연중뮤휴","개인 - 일반 15,000원/미취학 8,000원/청소년 11,000/어린이 9,000원 단체 - 일반 13,000원/미취학 6,000원/청소년 9,000/어린이 7,000원","수동휠체어:2, 유아차:2",없음,,,"관람 주요 동선의 바닥면은 매끄럽게 마감되어 있어 이동이 용이하다. 다만 전시실 입장 시, 전시실 안이 컴컴하므로 주의가 필요하며, 전시실은 대체로 평평한 바닥으로 되어있어 보조기기 이용인도 편하게 관람할 수 있는 관광지다."
